iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	cardAskedAbout	sender	timeFromRoundStart	eventType
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806470141	0	baseline	AC,KC	8D,AS	seeker	8C	human	17810	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806496416	0	baseline	AC,KC	8D,AS	seeker	6H	human	44088	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806511794	0	baseline	AC,KC	8D,AS	seeker	5D	human	59467	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806525492	0	baseline	AC,KC	8D,AS	seeker	7C	human	73162	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806571877	1	catch	KD	2C	seeker	QS	human	39076	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806585252	1	catch	KD	2C	seeker	7H	human	52452	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806609305	2	overlap	KH,4D	10H,4D	seeker	4H	human	16747	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806621300	2	overlap	KH,4D	10H,4D	seeker	8C	human	28707	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806632177	2	overlap	KH,4D	10H,4D	seeker	2D	human	39619	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806644539	2	overlap	KH,4D	10H,4D	seeker	10S	human	51980	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806659243	2	overlap	KH,4D	10H,4D	seeker	6H	human	66683	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806671580	3	overlap	5C,4C	JC,4C	seeker	5C	bot	5000	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806709793	3	overlap	5C,4C	JC,4C	seeker	4C	bot	5000	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806734439	4	baseline	8S,8D	4S,JD	seeker	8S	bot	5000	chatMessage
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806756671	5	catch	6C	5S	seeker	6C	bot	5000	chatMessage
